,date,open,high,low,close,volume,Name,outcome
1234,2018-01-03,172.53,174.55,171.96,172.23,29517899,AAPL,170.18723397841197
1235,2018-01-04,172.54,173.47,172.08,173.03,22434597,AAPL,172.21492968710336
1236,2018-01-05,173.44,175.37,173.05,175.0,23660018,AAPL,172.55493952378052
1237,2018-01-08,174.35,175.61,173.93,174.35,20567766,AAPL,173.3272724837265
1238,2018-01-09,174.55,175.06,173.41,174.33,21583997,AAPL,174.23512066614532
1239,2018-01-10,173.16,174.3,173.0,174.29,23959895,AAPL,174.5379517876309
1240,2018-01-11,174.59,175.4886,174.49,175.28,18667729,AAPL,173.3437104207842
1241,2018-01-12,176.18,177.36,175.65,177.09,25418080,AAPL,174.3951422939373
1242,2018-01-16,177.9,179.39,176.14,176.19,29565947,AAPL,175.97954788150517
1243,2018-01-17,176.15,179.25,175.07,179.1,34386836,AAPL,177.69272935244217
1244,2018-01-18,179.37,180.1,178.25,179.26,31193352,AAPL,176.38809067373512
1245,2018-01-19,178.61,179.58,177.41,178.46,32425067,AAPL,178.94529625607439
1246,2018-01-22,177.3,177.78,176.6016,177.0,27108551,AAPL,178.73313230587473
1247,2018-01-23,177.3,179.44,176.82,177.04,32689146,AAPL,177.4777086467216
1248,2018-01-24,177.25,177.3,173.2,174.22,51105090,AAPL,177.29190728108992
1249,2018-01-25,174.505,174.95,170.53,171.11,41529004,AAPL,177.25189220875086
1250,2018-01-26,172.0,172.0,170.06,171.51,39143011,AAPL,174.86442902224923
1251,2018-01-29,170.16,170.16,167.07,167.96,50640406,AAPL,172.30567053793433
1252,2018-01-30,165.525,167.37,164.7,166.97,46048185,AAPL,170.3582268442712
1253,2018-01-31,166.87,168.4417,166.5,167.43,32478930,AAPL,166.04583431546905
1254,2018-02-01,167.165,168.62,166.76,167.78,47230787,AAPL,166.62428927492363
1255,2018-02-02,166.0,166.8,160.1,160.5,86593825,AAPL,167.10561616885303
1256,2018-02-05,159.1,163.88,156.0,156.49,72738522,AAPL,166.14992863479284
1257,2018-02-06,154.83,163.72,154.0,163.03,68243838,AAPL,159.93731580901712
1258,2018-02-07,163.085,163.4,159.0685,159.54,51608580,AAPL,155.23180871380688
